19154926260	17336673697	20180517060917	1886
14930423697	15884588694	20180902194112	2944
19154926260	17336673697	20181004011053	2800
19154926260	17336673697	20180323022133	0444
15280214634	19154926260	20180312070832	2008
14410679238	15647679901	20180405140757	1282
18101213362	15280214634	20180602101456	2752
18101213362	16160892861	20181022062630	0041
19154926260	15280214634	20180415231357	1966
19154926260	17336673697	20180930102145	1739
15280214634	15647679901	20180118221434	1637
15280214634	19154926260	20180710053011	2093
19154926260	17336673697	20180421124429	1413
19154926260	15280214634	20180829053923	2595
19154926260	17336673697	20181022214321	0216
15280214634	19342117869	20180827100912	0028
16160892861	19154926260	20180317101547	1039
15280214634	14930423697	20180816154315	1287
15280214634	14930423697	20181031205937	2190
16160892861	19154926260	20180207093519	2352
15280214634	19154926260	20180731120227	2019
15781588029	18101213362	20181103221322	0360
14171709460	16160892861	20181021124338	2959
15884588694	14410679238	20180717035733	1373
16160892861	15280214634	20180110010152	0656
14410679238	19154926260	20181017112601	0169
19154926260	19154926260	20180930123920	0599
19154926260	14171709460	20181225071808	1885
19342117869	16160892861	20180926143040	0397
14930423697	17336673697	20180626133203	2793
14171709460	15280214634	20181227052006	2044
19154926260	15280214634	20181110063606	2847
17336673697	16160892861	20180302124912	1905
14171709460	17336673697	20180113130439	0146
15781588029	19342117869	20180705033633	2553
14171709460	17336673697	20180408081924	2786
19154926260	19154926260	20180911131904	2418
15884588694	14171709460	20180509094626	1740
18101213362	19154926260	20181003114445	2364
15781588029	14410679238	20180613212100	1763
14930423697	19154926260	20180302125326	2061
17336673697	15280214634	20180917211133	1240
14410679238	19342117869	20180506032128	1299
15280214634	15280214634	20180919023130	1132
14171709460	19342117869	20180304191852	1081
19154926260	16160892861	20180713190938	0600
15280214634	17336673697	20181224080437	2191
